,seq_id,source,type,start,end,score,strand,phase,attributes,Dbxref,ID,Name,Note,Parent,alignment_id,alternative_source_transcripts,anticodon,collapsed_gene_ids,collapsed_gene_names,copy_num_ID,coverage,db_xref,description,exception,exon_annotation_support,exon_number,experiment,extra_copy_number,extra_paralog,frameshift,gbkey,gene,gene_biotype,gene_id,gene_name,gene_synonym,inference,inframe_stop_codon,intron_annotation_support,matches_ref_protein,missing_start_codon,missing_stop_codon,model_evidence,note,paralogy,part,partial,product,proper_orf,protein_id,pseudo,sequence_ID,source_gene,source_gene_common_name,source_transcript,standard_name,tag,transcript_biotype,transcript_class,transcript_id,transcript_modes,transcript_name,transferase,transl_except,unfiltered_paralogy,valid_ORF,valid_ORFs,valid_start,valid_stop
3778297,chr21,Liftoff,CDS,41498522,41498565,.,-,0,Parent=NM_001320646.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;note=isoform 1 is encoded by transcript variant 1;product=splicing factor U2AF 35 kDa subunit-like protein isoform 1;protein_id=NP_001307575.1;tag=RefSeq Select;exon_number=1;extra_copy_number=0,,,,,NM_001320646.2,,,,,,,,GeneID:102724594,,,,1,,0,,,CDS,LOC102724594,,,,,,,,,,,,isoform 1 is encoded by transcript variant 1,,,,splicing factor U2AF 35 kDa subunit-like protein isoform 1,,NP_001307575.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3778298,chr21,Liftoff,transcript,41484016,41498641,.,-,.,ID=NM_001320648.2;Parent=LOC102724594;db_xref=GeneID:102724594;gbkey=mRNA;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 2;transcript_biotype=mRNA;matches_ref_protein=True;valid_ORF=True;extra_copy_number=0,,NM_001320648.2,,,LOC102724594,,,,,,,,GeneID:102724594,,,,,,0,,,mRNA,LOC102724594,,,,,,,,True,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 2,,,,,,,,,,mRNA,,,,,,,,True,,,
3778299,chr21,Liftoff,exon,41484016,41484309,.,-,.,Parent=NM_001320648.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 2;transcript_biotype=mRNA;exon_number=8;extra_copy_number=0,,,,,NM_001320648.2,,,,,,,,GeneID:102724594,,,,8,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 2,,,,,,,,,,mRNA,,,,,,,,,,,
3778300,chr21,Liftoff,exon,41485531,41485623,.,-,.,Parent=NM_001320648.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 2;transcript_biotype=mRNA;exon_number=7;extra_copy_number=0,,,,,NM_001320648.2,,,,,,,,GeneID:102724594,,,,7,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 2,,,,,,,,,,mRNA,,,,,,,,,,,
3778301,chr21,Liftoff,exon,41485715,41485848,.,-,.,Parent=NM_001320648.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 2;transcript_biotype=mRNA;exon_number=6;extra_copy_number=0,,,,,NM_001320648.2,,,,,,,,GeneID:102724594,,,,6,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 2,,,,,,,,,,mRNA,,,,,,,,,,,
3778302,chr21,Liftoff,exon,41486500,41486598,.,-,.,Parent=NM_001320648.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 2;transcript_biotype=mRNA;exon_number=5;extra_copy_number=0,,,,,NM_001320648.2,,,,,,,,GeneID:102724594,,,,5,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 2,,,,,,,,,,mRNA,,,,,,,,,,,
3778303,chr21,Liftoff,exon,41486756,41486805,.,-,.,Parent=NM_001320648.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 2;transcript_biotype=mRNA;exon_number=4;extra_copy_number=0,,,,,NM_001320648.2,,,,,,,,GeneID:102724594,,,,4,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 2,,,,,,,,,,mRNA,,,,,,,,,,,
3778304,chr21,Liftoff,exon,41492437,41492503,.,-,.,Parent=NM_001320648.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 2;transcript_biotype=mRNA;exon_number=3;extra_copy_number=0,,,,,NM_001320648.2,,,,,,,,GeneID:102724594,,,,3,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 2,,,,,,,,,,mRNA,,,,,,,,,,,
3778305,chr21,Liftoff,exon,41495386,41495473,.,-,.,Parent=NM_001320648.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 2;transcript_biotype=mRNA;exon_number=2;extra_copy_number=0,,,,,NM_001320648.2,,,,,,,,GeneID:102724594,,,,2,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 2,,,,,,,,,,mRNA,,,,,,,,,,,
3778306,chr21,Liftoff,exon,41498522,41498641,.,-,.,Parent=NM_001320648.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 2;transcript_biotype=mRNA;exon_number=1;extra_copy_number=0,,,,,NM_001320648.2,,,,,,,,GeneID:102724594,,,,1,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 2,,,,,,,,,,mRNA,,,,,,,,,,,
3778307,chr21,Liftoff,CDS,41484162,41484309,.,-,1,Parent=NM_001320648.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;note=isoform 2 is encoded by transcript variant 2;product=splicing factor U2AF 35 kDa subunit-like protein isoform 2;protein_id=NP_001307577.1;exon_number=8;extra_copy_number=0,,,,,NM_001320648.2,,,,,,,,GeneID:102724594,,,,8,,0,,,CDS,LOC102724594,,,,,,,,,,,,isoform 2 is encoded by transcript variant 2,,,,splicing factor U2AF 35 kDa subunit-like protein isoform 2,,NP_001307577.1,,,,,,,,,,,,,,,,,,,
3778308,chr21,Liftoff,CDS,41485531,41485623,.,-,1,Parent=NM_001320648.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;note=isoform 2 is encoded by transcript variant 2;product=splicing factor U2AF 35 kDa subunit-like protein isoform 2;protein_id=NP_001307577.1;exon_number=7;extra_copy_number=0,,,,,NM_001320648.2,,,,,,,,GeneID:102724594,,,,7,,0,,,CDS,LOC102724594,,,,,,,,,,,,isoform 2 is encoded by transcript variant 2,,,,splicing factor U2AF 35 kDa subunit-like protein isoform 2,,NP_001307577.1,,,,,,,,,,,,,,,,,,,
3778309,chr21,Liftoff,CDS,41485715,41485848,.,-,0,Parent=NM_001320648.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;note=isoform 2 is encoded by transcript variant 2;product=splicing factor U2AF 35 kDa subunit-like protein isoform 2;protein_id=NP_001307577.1;exon_number=6;extra_copy_number=0,,,,,NM_001320648.2,,,,,,,,GeneID:102724594,,,,6,,0,,,CDS,LOC102724594,,,,,,,,,,,,isoform 2 is encoded by transcript variant 2,,,,splicing factor U2AF 35 kDa subunit-like protein isoform 2,,NP_001307577.1,,,,,,,,,,,,,,,,,,,
3778310,chr21,Liftoff,CDS,41486500,41486598,.,-,0,Parent=NM_001320648.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;note=isoform 2 is encoded by transcript variant 2;product=splicing factor U2AF 35 kDa subunit-like protein isoform 2;protein_id=NP_001307577.1;exon_number=5;extra_copy_number=0,,,,,NM_001320648.2,,,,,,,,GeneID:102724594,,,,5,,0,,,CDS,LOC102724594,,,,,,,,,,,,isoform 2 is encoded by transcript variant 2,,,,splicing factor U2AF 35 kDa subunit-like protein isoform 2,,NP_001307577.1,,,,,,,,,,,,,,,,,,,
3778311,chr21,Liftoff,CDS,41486756,41486805,.,-,2,Parent=NM_001320648.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;note=isoform 2 is encoded by transcript variant 2;product=splicing factor U2AF 35 kDa subunit-like protein isoform 2;protein_id=NP_001307577.1;exon_number=4;extra_copy_number=0,,,,,NM_001320648.2,,,,,,,,GeneID:102724594,,,,4,,0,,,CDS,LOC102724594,,,,,,,,,,,,isoform 2 is encoded by transcript variant 2,,,,splicing factor U2AF 35 kDa subunit-like protein isoform 2,,NP_001307577.1,,,,,,,,,,,,,,,,,,,
3778312,chr21,Liftoff,CDS,41492437,41492503,.,-,0,Parent=NM_001320648.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;note=isoform 2 is encoded by transcript variant 2;product=splicing factor U2AF 35 kDa subunit-like protein isoform 2;protein_id=NP_001307577.1;exon_number=3;extra_copy_number=0,,,,,NM_001320648.2,,,,,,,,GeneID:102724594,,,,3,,0,,,CDS,LOC102724594,,,,,,,,,,,,isoform 2 is encoded by transcript variant 2,,,,splicing factor U2AF 35 kDa subunit-like protein isoform 2,,NP_001307577.1,,,,,,,,,,,,,,,,,,,
3778313,chr21,Liftoff,CDS,41495386,41495473,.,-,1,Parent=NM_001320648.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;note=isoform 2 is encoded by transcript variant 2;product=splicing factor U2AF 35 kDa subunit-like protein isoform 2;protein_id=NP_001307577.1;exon_number=2;extra_copy_number=0,,,,,NM_001320648.2,,,,,,,,GeneID:102724594,,,,2,,0,,,CDS,LOC102724594,,,,,,,,,,,,isoform 2 is encoded by transcript variant 2,,,,splicing factor U2AF 35 kDa subunit-like protein isoform 2,,NP_001307577.1,,,,,,,,,,,,,,,,,,,
3778314,chr21,Liftoff,CDS,41498522,41498565,.,-,0,Parent=NM_001320648.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;note=isoform 2 is encoded by transcript variant 2;product=splicing factor U2AF 35 kDa subunit-like protein isoform 2;protein_id=NP_001307577.1;exon_number=1;extra_copy_number=0,,,,,NM_001320648.2,,,,,,,,GeneID:102724594,,,,1,,0,,,CDS,LOC102724594,,,,,,,,,,,,isoform 2 is encoded by transcript variant 2,,,,splicing factor U2AF 35 kDa subunit-like protein isoform 2,,NP_001307577.1,,,,,,,,,,,,,,,,,,,
3778315,chr21,Liftoff,transcript,41484016,41498641,.,-,.,ID=NM_001320650.2;Parent=LOC102724594;db_xref=GeneID:102724594;gbkey=mRNA;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 3;transcript_biotype=mRNA;matches_ref_protein=True;valid_ORF=True;extra_copy_number=0,,NM_001320650.2,,,LOC102724594,,,,,,,,GeneID:102724594,,,,,,0,,,mRNA,LOC102724594,,,,,,,,True,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 3,,,,,,,,,,mRNA,,,,,,,,True,,,
3778316,chr21,Liftoff,exon,41484016,41484309,.,-,.,Parent=NM_001320650.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 3;transcript_biotype=mRNA;exon_number=8;extra_copy_number=0,,,,,NM_001320650.2,,,,,,,,GeneID:102724594,,,,8,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 3,,,,,,,,,,mRNA,,,,,,,,,,,
3778317,chr21,Liftoff,exon,41485531,41485623,.,-,.,Parent=NM_001320650.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 3;transcript_biotype=mRNA;exon_number=7;extra_copy_number=0,,,,,NM_001320650.2,,,,,,,,GeneID:102724594,,,,7,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 3,,,,,,,,,,mRNA,,,,,,,,,,,
3778318,chr21,Liftoff,exon,41485715,41485848,.,-,.,Parent=NM_001320650.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 3;transcript_biotype=mRNA;exon_number=6;extra_copy_number=0,,,,,NM_001320650.2,,,,,,,,GeneID:102724594,,,,6,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 3,,,,,,,,,,mRNA,,,,,,,,,,,
3778319,chr21,Liftoff,exon,41486500,41486598,.,-,.,Parent=NM_001320650.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 3;transcript_biotype=mRNA;exon_number=5;extra_copy_number=0,,,,,NM_001320650.2,,,,,,,,GeneID:102724594,,,,5,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 3,,,,,,,,,,mRNA,,,,,,,,,,,
3778320,chr21,Liftoff,exon,41486756,41486805,.,-,.,Parent=NM_001320650.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 3;transcript_biotype=mRNA;exon_number=4;extra_copy_number=0,,,,,NM_001320650.2,,,,,,,,GeneID:102724594,,,,4,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 3,,,,,,,,,,mRNA,,,,,,,,,,,
3778321,chr21,Liftoff,exon,41491648,41491685,.,-,.,Parent=NM_001320650.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 3;transcript_biotype=mRNA;exon_number=3;extra_copy_number=0,,,,,NM_001320650.2,,,,,,,,GeneID:102724594,,,,3,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 3,,,,,,,,,,mRNA,,,,,,,,,,,
3778322,chr21,Liftoff,exon,41495386,41495473,.,-,.,Parent=NM_001320650.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 3;transcript_biotype=mRNA;exon_number=2;extra_copy_number=0,,,,,NM_001320650.2,,,,,,,,GeneID:102724594,,,,2,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 3,,,,,,,,,,mRNA,,,,,,,,,,,
3778323,chr21,Liftoff,exon,41498522,41498641,.,-,.,Parent=NM_001320650.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 3;transcript_biotype=mRNA;exon_number=1;extra_copy_number=0,,,,,NM_001320650.2,,,,,,,,GeneID:102724594,,,,1,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 3,,,,,,,,,,mRNA,,,,,,,,,,,
3778324,chr21,Liftoff,CDS,41484162,41484309,.,-,1,Parent=NM_001320650.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;note=isoform 3 is encoded by transcript variant 3;product=splicing factor U2AF 35 kDa subunit-like protein isoform 3;protein_id=NP_001307579.1;exon_number=8;extra_copy_number=0,,,,,NM_001320650.2,,,,,,,,GeneID:102724594,,,,8,,0,,,CDS,LOC102724594,,,,,,,,,,,,isoform 3 is encoded by transcript variant 3,,,,splicing factor U2AF 35 kDa subunit-like protein isoform 3,,NP_001307579.1,,,,,,,,,,,,,,,,,,,
3778325,chr21,Liftoff,CDS,41485531,41485623,.,-,1,Parent=NM_001320650.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;note=isoform 3 is encoded by transcript variant 3;product=splicing factor U2AF 35 kDa subunit-like protein isoform 3;protein_id=NP_001307579.1;exon_number=7;extra_copy_number=0,,,,,NM_001320650.2,,,,,,,,GeneID:102724594,,,,7,,0,,,CDS,LOC102724594,,,,,,,,,,,,isoform 3 is encoded by transcript variant 3,,,,splicing factor U2AF 35 kDa subunit-like protein isoform 3,,NP_001307579.1,,,,,,,,,,,,,,,,,,,
3778326,chr21,Liftoff,CDS,41485715,41485848,.,-,0,Parent=NM_001320650.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;note=isoform 3 is encoded by transcript variant 3;product=splicing factor U2AF 35 kDa subunit-like protein isoform 3;protein_id=NP_001307579.1;exon_number=6;extra_copy_number=0,,,,,NM_001320650.2,,,,,,,,GeneID:102724594,,,,6,,0,,,CDS,LOC102724594,,,,,,,,,,,,isoform 3 is encoded by transcript variant 3,,,,splicing factor U2AF 35 kDa subunit-like protein isoform 3,,NP_001307579.1,,,,,,,,,,,,,,,,,,,
3778327,chr21,Liftoff,CDS,41486500,41486598,.,-,0,Parent=NM_001320650.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;note=isoform 3 is encoded by transcript variant 3;product=splicing factor U2AF 35 kDa subunit-like protein isoform 3;protein_id=NP_001307579.1;exon_number=5;extra_copy_number=0,,,,,NM_001320650.2,,,,,,,,GeneID:102724594,,,,5,,0,,,CDS,LOC102724594,,,,,,,,,,,,isoform 3 is encoded by transcript variant 3,,,,splicing factor U2AF 35 kDa subunit-like protein isoform 3,,NP_001307579.1,,,,,,,,,,,,,,,,,,,
3778328,chr21,Liftoff,CDS,41486756,41486805,.,-,2,Parent=NM_001320650.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;note=isoform 3 is encoded by transcript variant 3;product=splicing factor U2AF 35 kDa subunit-like protein isoform 3;protein_id=NP_001307579.1;exon_number=4;extra_copy_number=0,,,,,NM_001320650.2,,,,,,,,GeneID:102724594,,,,4,,0,,,CDS,LOC102724594,,,,,,,,,,,,isoform 3 is encoded by transcript variant 3,,,,splicing factor U2AF 35 kDa subunit-like protein isoform 3,,NP_001307579.1,,,,,,,,,,,,,,,,,,,
3778329,chr21,Liftoff,CDS,41491648,41491685,.,-,1,Parent=NM_001320650.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;note=isoform 3 is encoded by transcript variant 3;product=splicing factor U2AF 35 kDa subunit-like protein isoform 3;protein_id=NP_001307579.1;exon_number=3;extra_copy_number=0,,,,,NM_001320650.2,,,,,,,,GeneID:102724594,,,,3,,0,,,CDS,LOC102724594,,,,,,,,,,,,isoform 3 is encoded by transcript variant 3,,,,splicing factor U2AF 35 kDa subunit-like protein isoform 3,,NP_001307579.1,,,,,,,,,,,,,,,,,,,
3778330,chr21,Liftoff,CDS,41495386,41495432,.,-,0,Parent=NM_001320650.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;note=isoform 3 is encoded by transcript variant 3;product=splicing factor U2AF 35 kDa subunit-like protein isoform 3;protein_id=NP_001307579.1;exon_number=2;extra_copy_number=0,,,,,NM_001320650.2,,,,,,,,GeneID:102724594,,,,2,,0,,,CDS,LOC102724594,,,,,,,,,,,,isoform 3 is encoded by transcript variant 3,,,,splicing factor U2AF 35 kDa subunit-like protein isoform 3,,NP_001307579.1,,,,,,,,,,,,,,,,,,,
3778331,chr21,Liftoff,transcript,41484016,41498641,.,-,.,ID=NM_001320651.2;Parent=LOC102724594;db_xref=GeneID:102724594;gbkey=mRNA;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4;transcript_biotype=mRNA;matches_ref_protein=True;valid_ORF=True;extra_copy_number=0,,NM_001320651.2,,,LOC102724594,,,,,,,,GeneID:102724594,,,,,,0,,,mRNA,LOC102724594,,,,,,,,True,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4,,,,,,,,,,mRNA,,,,,,,,True,,,
3778332,chr21,Liftoff,exon,41484016,41484309,.,-,.,Parent=NM_001320651.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4;transcript_biotype=mRNA;exon_number=9;extra_copy_number=0,,,,,NM_001320651.2,,,,,,,,GeneID:102724594,,,,9,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4,,,,,,,,,,mRNA,,,,,,,,,,,
3778333,chr21,Liftoff,exon,41485531,41485623,.,-,.,Parent=NM_001320651.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4;transcript_biotype=mRNA;exon_number=8;extra_copy_number=0,,,,,NM_001320651.2,,,,,,,,GeneID:102724594,,,,8,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4,,,,,,,,,,mRNA,,,,,,,,,,,
3778334,chr21,Liftoff,exon,41485715,41485848,.,-,.,Parent=NM_001320651.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4;transcript_biotype=mRNA;exon_number=7;extra_copy_number=0,,,,,NM_001320651.2,,,,,,,,GeneID:102724594,,,,7,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4,,,,,,,,,,mRNA,,,,,,,,,,,
3778335,chr21,Liftoff,exon,41486500,41486598,.,-,.,Parent=NM_001320651.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4;transcript_biotype=mRNA;exon_number=6;extra_copy_number=0,,,,,NM_001320651.2,,,,,,,,GeneID:102724594,,,,6,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4,,,,,,,,,,mRNA,,,,,,,,,,,
3778336,chr21,Liftoff,exon,41486756,41486805,.,-,.,Parent=NM_001320651.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4;transcript_biotype=mRNA;exon_number=5;extra_copy_number=0,,,,,NM_001320651.2,,,,,,,,GeneID:102724594,,,,5,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4,,,,,,,,,,mRNA,,,,,,,,,,,
3778337,chr21,Liftoff,exon,41491524,41491590,.,-,.,Parent=NM_001320651.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4;transcript_biotype=mRNA;exon_number=4;extra_copy_number=0,,,,,NM_001320651.2,,,,,,,,GeneID:102724594,,,,4,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4,,,,,,,,,,mRNA,,,,,,,,,,,
3778338,chr21,Liftoff,exon,41492437,41492503,.,-,.,Parent=NM_001320651.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4;transcript_biotype=mRNA;exon_number=3;extra_copy_number=0,,,,,NM_001320651.2,,,,,,,,GeneID:102724594,,,,3,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4,,,,,,,,,,mRNA,,,,,,,,,,,
3778339,chr21,Liftoff,exon,41495386,41495473,.,-,.,Parent=NM_001320651.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4;transcript_biotype=mRNA;exon_number=2;extra_copy_number=0,,,,,NM_001320651.2,,,,,,,,GeneID:102724594,,,,2,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4,,,,,,,,,,mRNA,,,,,,,,,,,
3778340,chr21,Liftoff,exon,41498522,41498641,.,-,.,Parent=NM_001320651.2;db_xref=GeneID:102724594;gene=LOC102724594;product=U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4;transcript_biotype=mRNA;exon_number=1;extra_copy_number=0,,,,,NM_001320651.2,,,,,,,,GeneID:102724594,,,,1,,0,,,,LOC102724594,,,,,,,,,,,,,,,,U2 small nuclear RNA auxiliary factor 1 like 5%2C transcript variant 4,,,,,,,,,,mRNA,,,,,,,,,,,
3778341,chr21,Liftoff,CDS,41484162,41484309,.,-,1,Parent=NM_001320651.2;db_xref=GeneID:102724594;gbkey=CDS;gene=LOC102724594;note=isoform 4 is encoded by transcript variant 4;product=splicing factor U2AF 35 kDa subunit-like protein isoform 4;protein_id=NP_001307580.1;exon_number=9;extra_copy_number=0,,,,,NM_001320651.2,,,,,,,,GeneID:102724594,,,,9,,0,,,CDS,LOC102724594,,,,,,,,,,,,isoform 4 is encoded by transcript variant 4,,,,splicing factor U2AF 35 kDa subunit-like protein isoform 4,,NP_001307580.1,,,,,,,,,,,,,,,,,,,
